Global ID,Brand,Product Type,Cycle Type,Segment,Range (Internal),Bead,CAI (Manufacturer Code),Rear Fit Compatible ,Customer/Market,Width ETRTO,Diameter ETRTO,Designation (Internal),Type (Tube),Valve (Tube),Valve Length,EAN Code,MSPN Code (Internal),UPC Code,LIVM,Discontinued Date,Weight (g),Conditioning,Unit Packaging Weight (g),Unit Packaging Width (mm),Unit Packaging Depth (mm),Unit Packaging Heigth (mm),Individual Packaging Material,Transportation packaging Weight,Transportation Packaging Width (mm),Transportation Packaging Depth (mm),Transportation Packaging Heigth (mm),Transportation Packaging Material,RPC code (Levorin),Market Perimeter,Web Range Name,Web Diameter (mm),Web Diameter (Inch),Web Width (mm),Web Width (Inch),Rim Type,Web Product Designation,Fitting,TPI,Minimum Pressure (Bar),Maximum Pressure (Bar),Minimum Pressure (Psi),Maximum Pressure (Psi),Recommended Inner Tube,Sidewall Type,Sealing,Shore,Sidewall Color,Tread Pattern Color,Terrain Types,Use,Rubber Technologies,Casing Technologies,Tread Pattern Technologies,Reinforcement Technologies,E-Bike Technologies,Conversion Psi mini,Conversion Psi maxi,ECO BOX/PACK TYPE,POIDS TOTAL (g),Reflective strip,Knurling strip,Shoulder Color,Border Color,Label type,CYCLE TYPE WEB
BI-92,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CYCLOCROSS MUD TUBULAR,NOT APPLICABLE,421152,,RT,33,622,33-622 (700X33) POWER CYCLOCROSS MUD TUBULAR,,,42,3528704211524,38875,86699388759,sept.-19,déc.-25,470,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CYCLOCROSS MUD TUBULAR RACING LINE,700,,33,,TUBULAR,33-622 (700X33) POWER CYCLOCROSS MUD TUBULAR ,FRONT/REAR,2X160,3,5,43,72,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,BROWN,GREEN,"OFFROAD MIXED,OFFROAD SOFT,OFFROAD MUD",CYCLOCROSS,MAGI-X GREEN,,,,,43,72,TUB_A,4850,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-93,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CYCLOCROSS JET TUBULAR,NOT APPLICABLE,748715,,RT,33,622,33-622 (700X33) POWER CYCLOCROSS JET TUBULAR,,,42,3528707487155,25497,086699254979,sept.-19,déc.-25,460,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CYCLOCROSS JET TUBULAR RACING LINE,700,,33,,TUBULAR,33-622 (700X33) POWER CYCLOCROSS JET TUBULAR ,FRONT/REAR,2X160,3,5,43,72,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,BROWN,GREEN,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",CYCLOCROSS,MAGI-X GREEN,,,BEAD TO BEAD SHIELD,,43,72,TUB_A,4750,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-125,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CUP TUBULAR,NOT APPLICABLE,658168,,RT,,,"28""-23mm POWER CUP TUBULAR BLACK",,,42,3528706581687,61525,086699615251,mars-22,déc.-25,265,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CUP TUBULAR RACING LINE,,28,23,,TUBULAR,"28""-23mm POWER CUP TUBULAR BLACK ",FRONT/REAR,2X160,6,12,87,174,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,BLACK,BLACK,ASPHALT,RACING,GUM-X,,GRIP DESIGN,HIGH DENSITY SHIELD,,87,174,TUB_A,2800,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-125,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CUP TUBULAR,NOT APPLICABLE,735655,,RT,,,"28""-25mm POWER CUP TUBULAR BLACK",,,42,3528707356550,65896,086699658968,mars-22,déc.-25,280,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CUP TUBULAR RACING LINE,,28,25,,TUBULAR,"28""-25mm POWER CUP TUBULAR BLACK ",FRONT/REAR,2X160,6,12,87,174,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,BLACK,BLACK,ASPHALT,RACING,GUM-X,,GRIP DESIGN,HIGH DENSITY SHIELD,,87,174,TUB_A,2950,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-125,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CUP TUBULAR,NOT APPLICABLE,814388,,RT,,,"28""-25mm POWER CUP TUBULAR CLASSIC",,,42,3528708143883,28142,086699281425,mars-22,déc.-25,280,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CUP TUBULAR RACING LINE,,28,25,,TUBULAR,"28""-25mm POWER CUP TUBULAR CLASSIC",FRONT/REAR,2X160,6,12,87,174,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,,GRIP DESIGN,HIGH DENSITY SHIELD,,87,174,TUB_A,2950,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-125,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CUP TUBULAR,NOT APPLICABLE,214466,,RT,,,"28""-28mm POWER CUP TUBULAR BLACK",,,42,3528702144664,78847,086699788474,mars-22,déc.-25,320,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CUP TUBULAR RACING LINE,,28,28,,TUBULAR,"28""-28mm POWER CUP TUBULAR BLACK ",FRONT/REAR,2X160,6,12,87,174,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,BLACK,BLACK,ASPHALT,RACING,GUM-X,,GRIP DESIGN,HIGH DENSITY SHIELD,,87,174,TUB_A,3350,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-125,MICHELIN,TUBULAR,ROAD,PREMIUM RACING LINE,POWER CUP TUBULAR,NOT APPLICABLE,048462,,RT,,,"28""-28mm POWER CUP TUBULAR CLASSIC",,,42,3528700484625,95845,086699958457,mars-22,déc.-25,320,10,15,171,40,120,CARDBOARD,,800,1000,70,CARDBOARD   ,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN POWER CUP TUBULAR RACING LINE,,28,28,,TUBULAR,"28""-28mm POWER CUP TUBULAR CLASSIC ",FRONT/REAR,2X160,6,12,87,174,MICHELIN LATEX TUBE INCLUDED,THINWALL,TUBULAR,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,,GRIP DESIGN,HIGH DENSITY SHIELD,,87,174,TUB_A,3350,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-98,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER TIME TRIAL,FOLDABLE BEAD,664143,,RT,23,622,23-622 (700X23C) POWER TIME TRIAL BLACK TS,,,,3528706641435,05620,086699056207,janv.-20,déc.-30,180,10,40,75,74,226,CARDBOARD,225,160,400,265,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER TIME TRIAL RACING LINE,700,,23,,HOOKED,23-622 (700X23C) POWER TIME TRIAL BLACK ,FRONT/REAR,3X150,5,8,72,116,A1 18/25mm 622mm,THINWALL,TUBE TYPE,,BLACK,BLACK,ASPHALT,RACING,GUM-X,,,,,72,116,BOX_S,2425,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-98,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER TIME TRIAL,FOLDABLE BEAD,146938,,RT,25,622,25-622 (700X25C) POWER TIME TRIAL BLACK TS,,,,3528701469386,49738,086699497383,janv.-20,déc.-30,190,10,40,75,74,226,CARDBOARD,225,160,400,265,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER TIME TRIAL RACING LINE,700,,25,,HOOKED,25-622 (700X25C) POWER TIME TRIAL BLACK ,FRONT/REAR,3X150,5,8,72,116,A1 18/25mm 622mm,THINWALL,TUBE TYPE,,BLACK,BLACK,ASPHALT,RACING,GUM-X,,,,,72,116,BOX_S,2525,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,531838,,RT,28,622,28-622 (700X28C) POWER CUP S BLACK FB TLR,,,,3528705318383,21569,086699215697,janv.-27,déc.-35,290,10,50,75,74,226,CARDBOARD,225,160,400,265,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,28,,"HOOKED, HOOKLESS",28-622 (700X28C) POWER CUP S RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,7,-,101,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,101,BOX_S,3625,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,930348,,RT,28,622,28-622 (700X28C) POWER CUP S DARK FB TLR,,,,3528709303484,03192,086699031921,janv.-27,déc.-35,290,10,50,75,74,226,CARDBOARD,225,160,400,265,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,28,,"HOOKED, HOOKLESS",28-622 (700X28C) POWER CUP S RACING LINE DARK LABEL FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,7,-,101,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,101,BOX_S,3625,NO,NO,BLACK,BLACK,DARK,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,875125,,RT,28,622,28-622 (700X28C) POWER CUP S CLASSIC FB TLR,,,,3528708751255,45921,086699459213,janv.-27,déc.-35,290,10,50,75,74,226,CARDBOARD,225,160,400,265,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,28,,"HOOKED, HOOKLESS",28-622 (700X28C) POWER CUP S RACING LINE CLASSIC FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,7,-,101,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,101,BOX_S,3625,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,848295,,RT,30,622,30-622 (700X30C) POWER CUP S BLACK FB TLR,,,,3528708482951,74934,086699749345,janv.-27,déc.-35,315,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,30,,"HOOKED, HOOKLESS",30-622 (700X30C) POWER CUP S RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,6,-,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,87,BOX_S+,4095,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,771330,,RT,30,622,30-622 (700X30C) POWER CUP S DARK FB TLR,,,,3528707713308,37107,086699371072,janv.-27,déc.-35,315,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,30,,"HOOKED, HOOKLESS",30-622 (700X30C) POWER CUP S RACING LINE DARK LABEL FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,6,-,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,87,BOX_S+,4095,NO,NO,BLACK,BLACK,DARK,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,381193,,RT,30,622,30-622 (700X30C) POWER CUP S CLASSIC FB TLR,,,,3528703811930,90906,086699909060,janv.-27,déc.-35,300,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,30,,"HOOKED, HOOKLESS",30-622 (700X30C) POWER CUP S RACING LINE CLASSIC FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,6,-,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,87,BOX_S+,3945,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,494967,,RT,32,622,32-622 (700X32C) POWER CUP S BLACK FB TLR,,,,3528704949670,42837,086699428370,janv.-27,déc.-35,325,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,32,,"HOOKED, HOOKLESS",32-622 (700X32C) POWER CUP S RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"5,5",-,79,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,79,BOX_S+,4195,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,947169,,RT,32,622,32-622 (700X32C) POWER CUP S DARK FB TLR,,,,3528709471695,48997,086699489975,janv.-27,déc.-35,325,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,32,,"HOOKED, HOOKLESS",32-622 (700X32C) POWER CUP S RACING LINE DARK LABEL FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"5,5",-,79,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,79,BOX_S+,4195,NO,NO,BLACK,BLACK,DARK,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,438108,,RT,32,622,32-622 (700X32C) POWER CUP S CLASSIC FB TLR,,,,3528704381081,22000,086699220004,janv.-27,déc.-35,325,10,62,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,32,,"HOOKED, HOOKLESS",32-622 (700X32C) POWER CUP S RACING LINE CLASSIC FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"5,5",-,79,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,79,BOX_S+,4195,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,762990,,RT,35,622,35-622 (700X35C) POWER CUP S BLACK FB TLR,,,,3528707629906,50520,086699505200,janv.-27,déc.-35,365,10,77,100,95,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,35,,"HOOKED, HOOKLESS",35-622 (700X35C) POWER CUP S RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,5,-,72,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,72,BOX_M100,4880,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,414699,,RT,35,622,35-622 (700X35C) POWER CUP S DARK FB TLR,,,,3528704146994,92381,086699923813,janv.-27,déc.-35,365,10,77,100,95,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,35,,"HOOKED, HOOKLESS",35-622 (700X35C) POWER CUP S RACING LINE DARK LABEL FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,5,-,72,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,72,BOX_M100,4880,NO,NO,BLACK,BLACK,DARK,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,741238,,RT,35,622,35-622 (700X35C) POWER CUP S CLASSIC FB TLR,,,,3528707412386,95590,086699955906,janv.-27,déc.-35,365,10,77,100,95,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,35,,"HOOKED, HOOKLESS",35-622 (700X35C) POWER CUP S RACING LINE CLASSIC FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,5,-,72,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,72,BOX_M100,4880,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,438194,,RT,40,622,40-622 (700X40C) POWER CUP S BLACK FB TLR,,,,3528704381944,18040,086699180407,janv.-27,déc.-35,415,10,91,115,105,250,CARDBOARD,700,280,540,315,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,40,,"HOOKED, HOOKLESS",40-622 (700X40C) POWER CUP S RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"4,5",-,65,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,65,BOX_L,5760,NO,NO,BLACK,BLACK,BLUE & YELLOW ,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,481716,,RT,40,622,40-622 (700X40C) POWER CUP S DARK FB TLR,,,,3528704817160,55383,086699553836,janv.-27,déc.-35,415,10,91,115,105,250,CARDBOARD,700,280,540,315,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,40,,"HOOKED, HOOKLESS",40-622 (700X40C) POWER CUP S RACING LINE DARK LABEL FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"4,5",-,65,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,65,BOX_L,5760,NO,NO,BLACK,BLACK,DARK,ROAD
BI-175,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER CUP S,FOLDABLE BEAD,501672,,RT,40,622,40-622 (700X40C) POWER CUP S CLASSIC FB TLR,,,,3528705016722,42850,086699428509,janv.-27,déc.-35,410,10,91,115,105,250,CARDBOARD,700,280,540,315,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER CUP S RACING LINE,700,,40,,"HOOKED, HOOKLESS",40-622 (700X40C) POWER CUP S RACING LINE CLASSIC FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"4,5",-,65,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,RACING,GUM-X,TUBELESS SHIELD V2,,,,,65,BOX_L,5710,NO,NO,BLACK,BLACK,CLASSIC ,ROAD
BI-177,MICHELIN,TYRE,ROAD,PREMIUM RACING LINE,POWER GRAVEL RS,FOLDABLE BEAD,564848,,RT,42,622,42-622 (700x42C) POWER GRAVEL RS RL FB TLR,,,,3528705648480,53185,086699531858,janv.-27,déc.-35,445,10,80,115,105,250,CARDBOARD,700,280,540,315,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER GRAVEL RS RACING LINE,700,,42,,"HOOKED, HOOKLESS",42-622 (700x42C) POWER GRAVEL RS RACING LINE FOLDABLE BEAD TLR,FRONT/REAR,3X120,-,"4,5",-,65,A3 33/46mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED","RACING,E-GRAVEL",GUM-X,BEAD TO BEAD SHIELD,,,,,65,BOX_L,5950,NO,NO,BLACK,BLACK,BLUE & YELLOW ,"GRAVEL,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,074960,,RT,28,622,28-622 (700x28C) POWER PROTECTION BLACK TS TLR,,,,3528700749601,64027,086699640277,juin-24,déc.-35,315,10,49,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,28,,"HOOKED, HOOKLESS",28-622 (700x28C) POWER PROTECTION BLACK,FRONT/REAR,3X120,4,6,58,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,58,87,BOX_S+,3965,NO,NO,BLACK,BLACK,BLUE & YELLOW ,"ROAD,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,985335,,RT,28,622,28-622 (700x28C) POWER PROTECTION CLASSIC TS TLR,,,,3528709853354,24715,086699247155,mars-25,déc.-35,325,10,49,90,75,250,CARDBOARD,325,200,400,300,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,28,,"HOOKED, HOOKLESS",28-622 (700x28C) POWER PROTECTION CLASSIC,FRONT/REAR,3X120,4,6,58,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,58,87,BOX_S+,4065,NO,NO,BLACK,BLACK,CLASSIC ,"ROAD,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,584904,,RT,30,622,30-622 (700x30C) POWER PROTECTION BLACK TS TLR,,,,3528705849047,22890,086699228901,juin-24,déc.-35,380,10,70,95,100,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,30,,"HOOKED, HOOKLESS",30-622 (700x30C) POWER PROTECTION BLACK,FRONT/REAR,3X120,"3,5",6,50,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,50,87,BOX_M95,4960,NO,NO,BLACK,BLACK,BLUE & YELLOW ,"ROAD,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,460589,,RT,30,622,30-622 (700x30C) POWER PROTECTION CLASSIC TS TLR,,,,3528704605897,58869,086699588692,mars-25,déc.-35,375,10,70,95,100,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,30,,"HOOKED, HOOKLESS",30-622 (700x30C) POWER PROTECTION CLASSIC,FRONT/REAR,3X120,"3,5",6,50,87,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,50,87,BOX_M95,4910,NO,NO,BLACK,BLACK,CLASSIC ,"ROAD,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,155548,,RT,32,622,32-622 (700x32C) POWER PROTECTION BLACK TS TLR,,,,3528701555485,39791,086699397911,juin-24,déc.-35,405,10,70,95,100,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,32,,"HOOKED, HOOKLESS",32-622 (700x32C) POWER PROTECTION BLACK,FRONT/REAR,3X120,3,"5,5",43,79,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,BLACK,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,43,79,BOX_M95,5210,NO,NO,BLACK,BLACK,BLUE & YELLOW ,"ROAD,E-BIKE"
BI-153,MICHELIN,TYRE,ROAD,PREMIUM COMPETITION LINE,POWER PROTECTION TLR,FOLDABLE BEAD,470817,,RT,32,622,32-622 (700x32C) POWER PROTECTION CLASSIC TS TLR,,,,3528704708178,07394,086699073945,mars-25,déc.-35,395,10,70,95,100,250,CARDBOARD,460,220,510,280,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN POWER PROTECTION TLR COMPETITION LINE,700,,32,,"HOOKED, HOOKLESS",32-622 (700x32C) POWER PROTECTION CLASSIC,FRONT/REAR,3X120,3,"5,5",43,79,A2 26/32mm 622/635mm,THINWALL,TUBELESS READY,,CLASSIC,BLACK,ASPHALT,"ENDURANCE,ALL ROAD,E-ROAD",MAGI-X,"BEAD TO BEAD SHIELD,HI-DENSITY SHIELD",HI-GRIP DESIGN,,E-BIKE READY,43,79,BOX_M95,5110,NO,NO,BLACK,BLACK,CLASSIC ,"ROAD,E-BIKE"
