Global ID,Brand,Product Type,Cycle Type,Segment,Range (Internal),Bead,CAI (Manufacturer Code),Rear Fit Compatible ,Customer/Market,Width ETRTO,Diameter ETRTO,Designation (Internal),Type (Tube),Valve (Tube),Valve Length,EAN Code,MSPN Code (Internal),UPC Code,LIVM,Discontinued Date,Weight (g),Conditioning,Unit Packaging Weight (g),Unit Packaging Width (mm),Unit Packaging Depth (mm),Unit Packaging Heigth (mm),Individual Packaging Material,Transportation packaging Weight,Transportation Packaging Width (mm),Transportation Packaging Depth (mm),Transportation Packaging Heigth (mm),Transportation Packaging Material,RPC code (Levorin),Market Perimeter,Web Range Name,Web Diameter (mm),Web Diameter (Inch),Web Width (mm),Web Width (Inch),Rim Type,Web Product Designation,Fitting,TPI,Minimum Pressure (Bar),Maximum Pressure (Bar),Minimum Pressure (Psi),Maximum Pressure (Psi),Recommended Inner Tube,Sidewall Type,Sealing,Shore,Sidewall Color,Tread Pattern Color,Terrain Types,Use,Rubber Technologies,Casing Technologies,Tread Pattern Technologies,Reinforcement Technologies,E-Bike Technologies,Conversion Psi mini,Conversion Psi maxi,ECO BOX/PACK TYPE,POIDS TOTAL (g),Reflective strip,Knurling strip,Shoulder Color,Border Color,Label type,CYCLE TYPE WEB
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,014873,,RT,37,406,37-406 (20X1.50) PROTEK BR,,,,3528700148732,99583,086699995834,oct.-15,déc.-30,560,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,,20,,1.50,HOOKED,37-406 (20X1.50) PROTEK ,FRONT/REAR,3X22,"2,5",5,36,72,G3 33/46mm 390/406mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,72,STR_S,5780,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,650470,,RT,35,559,35-559 (26X1.40) PROTEK BR,,,,3528706504709,95942,086699959423,avr.-14,déc.-30,630,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,,26,,1.40,HOOKED,35-559 (26X1.40) PROTEK ,FRONT/REAR,3X22,"2,5",5,36,72,C3 33/46mm 559mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,72,STR_S,6480,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,368561,,RT,47,559,47-559 (26X1.85) PROTEK BR,,,,3528703685616,89349,086699893499,juin-14,déc.-30,940,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,,26,,1.85,HOOKED,47-559 (26X1.85) PROTEK ,FRONT/REAR,3X22,"2,5",6,36,87,C4 47/61mm 559mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,87,STR_S,9580,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,343676,,RT,28,622,28-622 (700X28C) PROTEK BR,,,,3528703436768,86438,086699864383,janv.-15,déc.-30,575,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,28,,HOOKED,28-622 (700X28C) PROTEK ,FRONT/REAR,3X22,4,6,58,87,A2 26/32mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,58,87,STR_S,5930,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,679076,,RT,32,622,32-622 (700X32C) PROTEK BR,,,,3528706790768,96531,086699965318,sept.-14,déc.-30,630,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,32,,HOOKED,32-622 (700X32C) PROTEK ,FRONT/REAR,3X22,4,6,58,87,A2 26/32mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,58,87,STR_S,6480,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,036157,,RT,37,622,37-622 (700X35C) PROTEK BD,,,,3528700361575,99593,086699995933,juin-13,déc.-30,700,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,35,,HOOKED,37-622 (700X35C) PROTEK ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,87,STR_S,7180,NO,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,008761,,RT,37,622,37-622 (700X35C) PROTEK BR,,,,3528700087611,60600,086699606006,mai-13,déc.-30,730,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,35,,HOOKED,37-622 (700X35C) PROTEK ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,87,STR_S,7480,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,789651,,RT,40,622,40-622 (700X38C) PROTEK BR,,,,3528707896513,99299,086699992994,févr.-14,déc.-30,760,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,38,,HOOKED,40-622 (700X38C) PROTEK ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,87,STR_S,7780,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,661814,,RT,42,622,42-622 (700X40C) PROTEK BR,,,,3528706618147,96251,086699962515,janv.-14,déc.-30,800,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,40,,HOOKED,42-622 (700X40C) PROTEK ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,87,STR_S,8180,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,834562,,RT,47,622,47-622 (700X47C) PROTEK BR,,,,3528708345621,99481,086699994813,oct.-15,déc.-30,1014,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,700,,47,,HOOKED,47-622 (700X47C) PROTEK ,FRONT/REAR,3X22,"2,5",5,36,72,A4 47/61mm 622mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,36,72,STR_S,10320,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-47,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK,WIRE BEAD,729819,,RT,32,630,32-630 (27X1 1/4) PROTEK BR,,,,3528707298195,97366,086699973665,sept.-14,déc.-30,650,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK ACCESS LINE,,27,,1.25,HOOKED,32-630 (27X1 1/4) PROTEK ,FRONT/REAR,3X22,4,6,58,87,A2 26/32mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED",TOURING,,PROTECTION,,,,58,87,STR_S,6680,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,892908,,RT,40,559,40-559 (26X1.60) PROTEK CROSS BR,,,,3528708929081,99513,086699995131,sept.-14,déc.-30,765,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,,26,,1.60,HOOKED,40-559 (26X1.60) PROTEK CROSS ,FRONT/REAR,3X22,"2,5",6,36,87,C3 33/46mm 559mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,36,87,STR_S,7830,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,446019,,RT,47,559,47-559 (26X1.85) PROTEK CROSS BR,,,,3528704460199,93694,086699936943,juin-14,déc.-30,920,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,,26,,1.85,HOOKED,47-559 (26X1.85) PROTEK CROSS ,FRONT/REAR,3X22,"2,5",6,36,87,C4 47/61mm 559mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,36,87,STR_S,9380,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,631193,,RT,32,622,32-622 (700X32C) PROTEK CROSS BR,,,,3528706311932,95105,086699951052,avr.-14,déc.-30,650,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,700,,32,,HOOKED,32-622 (700X32C) PROTEK CROSS ,FRONT/REAR,3X22,4,6,58,87,A2 26/32mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,58,87,STR_S,6680,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,649416,,RT,37,622,37-622 (700X35C) PROTEK CROSS BR,,,,3528706494161,64956,086699649560,mai-13,déc.-30,740,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,700,,35,,HOOKED,37-622 (700X35C) PROTEK CROSS ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,36,87,STR_S,7580,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,745002,,RT,42,622,42-622 (700X40C) PROTEK CROSS BR,,,,3528707450029,97816,086699978165,janv.-14,déc.-30,840,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,700,,40,,HOOKED,42-622 (700X40C) PROTEK CROSS ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,36,87,STR_S,8580,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-48,MICHELIN,TYRE,CITY,ACCESS LINE,PROTEK CROSS,WIRE BEAD,364818,,RT,47,622,47-622 (700X47C) PROTEK CROSS BR,,,,3528703648185,89242,086699892423,oct.-15,déc.-30,1040,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN PROTEK CROSS ACCESS LINE,700,,47,,HOOKED,47-622 (700X47C) PROTEK CROSS ,FRONT/REAR,3X22,"2,5",6,36,87,A4 47/61mm 622mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,"ASPHALT,OFFROAD HARD PACKED,OFFROAD MIXED",TREKKING,,PROTECTION,,,,36,87,STR_S,10580,YES,YES,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,001663,,RT,47,203,47-203 (12X1/2X1.75X2 1/4) CITY'J GW WHITE,,,,3528700016635,77034,086699770349,nov.-12,déc.-30,290,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,12,,1/2X1.75X2 1/4,HOOKED,47-203 (12X1/2X1.75X2 1/4) CITY'J WHITE ,FRONT/REAR,3X22,2,4,29,58,,GUMWALL,TUBE TYPE,,WHITE,WHITE,ASPHALT,KIDS,,,,,,29,58,STR_S,3080,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,044096,,RT,37,288,37-288 (14X1 3/8X1 5/8) CITY'J GW WHITE,,,,3528700440966,80083,086699800831,nov.-12,déc.-30,360,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,14,,1 3/8X1 5/8,HOOKED,37-288 (14X1 3/8X1 5/8) CITY'J WHITE ,FRONT/REAR,3X22,2,4,29,58,I3 33/46mm 288/305mm,GUMWALL,TUBE TYPE,,WHITE,WHITE,ASPHALT,KIDS,,,,,,29,58,STR_S,3780,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,836480,,RT,37,340,37-340 (400A CONFORT) CITY'J GW WHITE/BLACK,,,,3528708364806,82120,086699821201,nov.-12,déc.-30,410,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,400A,,,,HOOKED,37-340 (400A CONFORT) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,H3 33/46mm 340/349mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,4280,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,158417,,RT,37,390,37-390 (450A CONFORT) CITY'J GW WHITE/BLACK,,,,3528701584171,82913,086699829139,nov.-12,déc.-30,425,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,450A,,,,HOOKED,37-390 (450A CONFORT) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,G3 33/46mm 390/406mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,4430,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,415368,,RT,44,406,44-406 (20X1.75) CITY'J GW BLACK,,,,3528704153688,70932,086699709325,nov.-12,déc.-30,500,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,20,,1.75,HOOKED,44-406 (20X1.75) CITY'J BLACK ,FRONT/REAR,3X22,2,4,29,58,G3 33/46mm 390/406mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5180,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,325125,,RT,44,406,44-406 (20X1.75) CITY'J GW WHITE/BLACK,,,,3528703251255,72423,086699724236,nov.-12,déc.-30,510,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,20,,1.75,HOOKED,44-406 (20X1.75) CITY'J  WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,G3 33/46mm 390/406mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5280,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,837908,,RT,37,440,37-440 (500A CONFORT) CITY'J GW WHITE/BLACK,,,,3528708379084,61628,086699616289,nov.-12,déc.-30,510,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,500A,,,,HOOKED,37-440 (500A CONFORT) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5280,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,973709,,RT,37,451,37-451 (20X1 3/8) CITY'J GW WHITE/BLACK,,,,3528709737098,42502,086699425027,nov.-12,déc.-30,540,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,20,,1 3/8,HOOKED,37-451 (20X1 3/8) CITY'J  WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5580,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,001685,,RT,37,490,37-490 (550A CONFORT) CITY'J GW WHITE/BLACK,,,,3528700016857,32724,086699327246,nov.-12,déc.-30,570,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,550A,,,,HOOKED,37-490 (550A CONFORT) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,E3 33/46mm 490/507mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5880,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,396813,,RT,44,507,44-507 (24X1.75) CITY'J GW WHITE/BLACK,,,,3528703968139,06148,086699061485,nov.-12,déc.-30,630,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,24,,1.75,HOOKED,44-507 (24X1.75) CITY'J  WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,E3 33/46mm 490/507mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,6480,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,263967,,RT,32,540,32-540 (24X1 3/8X1 1/4) CITY'J GW WHITE/BLACK,,,,3528702639672,16378,086699233851,nov.-12,déc.-30,505,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,,24,,1 3/8X1 1/4,HOOKED,32-540 (24X1 3/8X1 1/4) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,5230,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-8,MICHELIN,TYRE,CITY,ACCESS LINE,CITY'J,WIRE BEAD,721728,,RT,37,541,37-541 (600A CONFORT) CITY'J GW WHITE/BLACK,,,,3528707217288,09020,086699126948,nov.-12,déc.-30,640,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,WORLD EXCEPT BRAZIL AND ARGENTINA,MICHELIN CITY J ACCESS LINE,600A,,,,HOOKED,37-541 (600A CONFORT) CITY'J WHITE/BLACK ,FRONT/REAR,3X22,2,4,29,58,D3 33/46mm 540mm ?,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,KIDS,,,,,,29,58,STR_S,6580,NO,NO,BLACK,BLACK,WHITE ,KIDS
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124619,,RT,35,584,35-584 (650X35B 26X1 1/2) WORLDTOUR GW TR/BLACK,,,,3528701246192,74975,086699749758,janv.-00,déc.-30,560,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-584 (650X35B 26X1 1/2) WORLDTOUR TR/BLACK ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,TRANSLUCENT,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,5780,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124624,,RT,35,584,35-584 (650X35B 26X1 1/2) WORLDTOUR GW WHITE/BLACK,,,,3528701246246,73215,086699732156,janv.-00,déc.-30,600,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-584 (650X35B 26X1 1/2) WORLDTOUR WHITE/BLACK ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,6180,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124638,,RT,35,584,35-584 (650X35B 26X1 1/2) WORLDTOUR GW NR/NR,,,,3528701246383,54880,086699973023,janv.-00,déc.-30,580,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-584 (650X35B 26X1 1/2) WORLDTOUR NR/NR ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,5980,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124598,,RT,35,590,35-590 (650X35A 26X1 3/8) WORLDTOUR GW,,,,3528701245980,81649,086699816498,janv.-00,déc.-30,570,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-590 (650X35A 26X1 3/8) WORLDTOUR ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,BLACK,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,5880,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124637,,RT,35,590,35-590 (650X35A 26X1 3/8) WORLDTOUR GW TR/BLACK,,,,3528701246376,24808,086699248084 ,janv.-00,déc.-30,580,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-590 (650X35A 26X1 3/8) WORLDTOUR TR/BLACK ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,TRANSLUCENT,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,5980,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124650,,RT,35,590,35-590 (650X35A 26X1 3/8) WORLDTOUR GW WHITE/BLACK,,,,3528701246505,41001,086699410016 ,janv.-00,déc.-30,610,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,650,,35,,HOOKED,35-590 (650X35A 26X1 3/8) WORLDTOUR WHITE/BLACK ,FRONT/REAR,3X22,"2,5",6,36,87,B3 33/46mm 584mm,GUMWALL,TUBE TYPE,,WHITE,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,6280,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
BI-89,MICHELIN,TYRE,CITY,ACCESS LINE,WORLD TOUR,WIRE BEAD,124602,,RT,35,622,35-622 (700X35C) WORLDTOUR GW TR/BLACK,,,,3528701246024,86862,086699868626,janv.-00,déc.-30,625,10,4,280,,80,PAPER,140,,,,PLASTIC BUNDLE,,"WORLD EXCEPT US, BRAZIL AND ARGENTINA",MICHELIN WORLDTOUR ACCESS LINE,700,,35,,HOOKED,35-622 (700X35C) WORLDTOUR  TR/BLACK ,FRONT/REAR,3X22,"2,5",6,36,87,A3 33/46mm 622/635mm,GUMWALL,TUBE TYPE,,TRANSLUCENT,BLACK,ASPHALT,TOURING,,,,,,36,87,STR_S,6430,NO,NO,BLACK,BLACK,WHITE ,COMMUTING & TOUR
